epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.8514843583106995,0.4072408080101013,1e-04,0.7018749713897705,0.9391984343528748
1,0.8533437252044678,0.39970463514328003,1e-04,0.7024999856948853,0.9376711845397949
2,0.856374979019165,0.39232438802719116,1e-04,0.7021250128746033,0.9405933618545532
3,0.8573906421661377,0.39086273312568665,1e-04,0.7012500166893005,0.9370547533035278
4,0.8604375123977661,0.38769781589508057,1e-04,0.7045000195503235,0.9394273161888123
5,0.8608437776565552,0.3824249804019928,1e-04,0.7041249871253967,0.9418827891349792
6,0.8595937490463257,0.38391581177711487,1e-04,0.7022500038146973,0.9461532831192017
7,0.8617968559265137,0.3796291649341583,1e-04,0.7009999752044678,0.9457613229751587
8,0.8602656126022339,0.38339871168136597,1e-04,0.7045000195503235,0.9436636567115784
9,0.8624374866485596,0.37745311856269836,1e-04,0.7045000195503235,0.9483289122581482
10,0.8616562485694885,0.3813546895980835,1e-04,0.699999988079071,0.9522727727890015
11,0.8612655997276306,0.37638059258461,1e-04,0.7007499933242798,0.9573714733123779
12,0.8655312657356262,0.3715483844280243,1e-04,0.703000009059906,0.9548230171203613
13,0.8643437623977661,0.37224704027175903,1e-04,0.7045000195503235,0.9540015459060669
14,0.8654687404632568,0.37026873230934143,5e-05,0.7021250128746033,0.9545335173606873
15,0.8663906455039978,0.36666107177734375,5e-05,0.703000009059906,0.9547047019004822
16,0.8671718835830688,0.366371214389801,5e-05,0.7038750052452087,0.9524440765380859
17,0.8663437366485596,0.3685935139656067,5e-05,0.7043750286102295,0.9547579288482666
18,0.8669999837875366,0.3668946325778961,5e-05,0.703499972820282,0.9542818665504456
19,0.8675937652587891,0.36330002546310425,5e-05,0.7023749947547913,0.9572333693504333
20,0.8671093583106995,0.36585134267807007,5e-05,0.703125,0.9580928087234497
21,0.8694843649864197,0.35992059111595154,5e-05,0.7043750286102295,0.956389307975769
22,0.8698281049728394,0.3599514365196228,5e-05,0.7021250128746033,0.9566383957862854
23,0.8708281517028809,0.3558617830276489,5e-05,0.7043750286102295,0.956977903842926
24,0.869921863079071,0.35515257716178894,2.5e-05,0.7041249871253967,0.9554188251495361
