epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.4720468819141388,1.4768896102905273,0.001,0.5403749942779541,1.2302790880203247
1,0.5543281435966492,1.2090297937393188,0.001,0.5692499876022339,1.1616973876953125
2,0.5898125171661377,1.1110798120498657,0.001,0.5852500200271606,1.098301649093628
3,0.6111875176429749,1.0506722927093506,0.001,0.6108750104904175,1.0557034015655518
4,0.6312968730926514,1.0007703304290771,0.001,0.6176249980926514,1.029451847076416
5,0.6447499990463257,0.96689373254776,0.001,0.6267499923706055,1.0092593431472778
6,0.6590937376022339,0.9307526350021362,0.001,0.6313750147819519,0.9936038851737976
7,0.6694375276565552,0.897358238697052,0.001,0.6420000195503235,0.9801403880119324
8,0.6780937314033508,0.8725612759590149,0.001,0.6442499756813049,0.9622452259063721
9,0.6891562342643738,0.8482944369316101,0.001,0.6506249904632568,0.9593487977981567
10,0.696484386920929,0.824107825756073,0.001,0.656374990940094,0.9568890333175659
11,0.7047187685966492,0.8033034205436707,0.001,0.6537500023841858,0.9647652506828308
12,0.7117499709129333,0.7858213782310486,0.001,0.6642500162124634,0.9378597736358643
13,0.7176250219345093,0.7711071968078613,0.001,0.6620000004768372,0.9447695016860962
14,0.7201250195503235,0.7583814859390259,0.001,0.6743749976158142,0.9256881475448608
15,0.7277656197547913,0.7425102591514587,0.001,0.6693750023841858,0.9336270093917847
16,0.732046902179718,0.7252743244171143,0.001,0.6677500009536743,0.9450901746749878
17,0.7348281145095825,0.7212308645248413,0.001,0.6729999780654907,0.9225046038627625
18,0.7399531006813049,0.7075644135475159,0.001,0.6746249794960022,0.9206441640853882
19,0.7431406378746033,0.6942178606987,0.001,0.671999990940094,0.9301801919937134
20,0.7488906383514404,0.6825278997421265,0.001,0.6828749775886536,0.913387656211853
21,0.7512187361717224,0.677753210067749,0.001,0.6798750162124634,0.9166870713233948
22,0.7551093697547913,0.6620901823043823,0.001,0.6832500100135803,0.9067735075950623
23,0.7596250176429749,0.6535158753395081,0.001,0.6815000176429749,0.9165940880775452
24,0.7632031440734863,0.6392874121665955,0.001,0.6828749775886536,0.9091183543205261
25,0.7651249766349792,0.6404303908348083,0.001,0.6851249933242798,0.9084658026695251
26,0.7690937519073486,0.6304484009742737,0.001,0.684499979019165,0.9335218071937561
27,0.7720156311988831,0.6217092871665955,0.001,0.6930000185966492,0.9051283001899719
28,0.7749687433242798,0.6179033517837524,0.001,0.6826249957084656,0.9094279408454895
29,0.7771406173706055,0.6088883876800537,0.001,0.6983749866485596,0.8951597213745117
30,0.7818281054496765,0.5980152487754822,0.001,0.6903749704360962,0.9051516652107239
31,0.7838906049728394,0.588822603225708,0.001,0.6899999976158142,0.9082526564598083
32,0.782296895980835,0.5925964713096619,0.001,0.6962500214576721,0.8957089185714722
33,0.7867500185966492,0.5827186703681946,0.001,0.687250018119812,0.893075704574585
34,0.7882968783378601,0.5764220952987671,0.001,0.6902499794960022,0.8962568640708923
35,0.7937968969345093,0.5623525381088257,0.001,0.6943749785423279,0.892199695110321
36,0.7946875095367432,0.5616913437843323,0.001,0.6947500109672546,0.9030513763427734
37,0.7940312623977661,0.560792863368988,0.001,0.6949999928474426,0.9049533605575562
38,0.7989374995231628,0.5518612861633301,0.001,0.6974999904632568,0.9074400067329407
39,0.8008750081062317,0.5413349866867065,0.001,0.6953750252723694,0.9103837609291077
40,0.801687479019165,0.5426682829856873,0.001,0.7011250257492065,0.9018178582191467
41,0.8035625219345093,0.5354110598564148,0.001,0.7023749947547913,0.8989896178245544
42,0.803906261920929,0.5322296023368835,0.001,0.6949999928474426,0.9113904237747192
43,0.8236562609672546,0.48458874225616455,0.0005,0.7092499732971191,0.874414324760437
44,0.8324218988418579,0.4601324498653412,0.0005,0.7122499942779541,0.8759336471557617
45,0.8372187614440918,0.450682669878006,0.0005,0.7153750061988831,0.8775207996368408
46,0.8388593792915344,0.43945053219795227,0.0005,0.7101250290870667,0.8977473974227905
47,0.8405781388282776,0.4385397434234619,0.0005,0.7141249775886536,0.8962414264678955
48,0.8423593640327454,0.4339979290962219,0.0005,0.7137500047683716,0.9014526009559631
49,0.843500018119812,0.42721349000930786,0.0005,0.7129999995231628,0.8982834815979004
